0;12;15;18;37;41;45;47;51;55;65;70;72;73;75;77;82;87;88;89;92;97;101;102;106;111
Agentic AI for Developers: Concepts and Application for Enterprises;Course;New;Popular;;;Show more options for Agentic AI for Developers: Concepts and Application for Enterprises;;;Save;;;;;1h 31m;;Intermediate;3 weeks ago;;;;;;LinkedIn;;By: Kumaran Ponnambalam
Building A Generative AI Tech Strategy;Course;;;Show more options for Building A Generative AI Tech Strategy;;;Save;;;31m;;Beginner;;;May 2024;;;;;LinkedIn;;By: Rashim Mogha;;;
Introduction to Generative AI with GPT;Course;Popular;;;Show more options for Introduction to Generative AI with GPT;;;Save;;;1h 5m;;;;Beginner;Sep 2023;;;;;LinkedIn;;;By: Jonathan Reichental;
Introduction to Generative Adversarial Networks (GANs);Course;Popular;;;Show more options for Introduction to Generative Adversarial Networks (GANs);;;Save;;;29m;;;;Beginner;Mar 2023;;;;;LinkedIn;;;By: Martin Kemka;
AI Show: Being Responsible with Generative AI;Course;;;Show more options for AI Show: Being Responsible with Generative AI;;;Save;;;50m;;Intermediate;;;Jul 2023;;;;;LinkedIn;;By: Microsoft Learn;;;
Scaling Generative AI: Building a Strategy for Adoption and Expansion;Course;;;Show more options for Scaling Generative AI: Building a Strategy for Adoption and Expansion;;;Save;;;28m;;General;;;Jan 2024;;;;;LinkedIn;;By: Danilo McGarry;;;
Understanding Generative AI for Tech Leaders;Learning Path;;;Show more options for Understanding Generative AI for Tech Leaders;;;Save;;;21h;;;Updated 1 month ago;;;;;LinkedIn;;;;;;;
Generative AI for Cyber Range and Training;Course;;;Show more options for Generative AI for Cyber Range and Training;;;Save;;;38m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Ian Khan;;;
Building Generative AI Skills for Web Developers;Learning Path;;;Show more options for Building Generative AI Skills for Web Developers;;;Save;;;12h;;;Updated 3 months ago;;;;;LinkedIn;;;;;;;
HTML, CSS, and Generative AI: Speed Up Your Process;Course;Popular;;;Show more options for HTML, CSS, and Generative AI: Speed Up Your Process;;;Save;;;2h 13m;;;;Intermediate;Feb 2024;;;;;LinkedIn;;;By: Joe Casabona;
Strengthen Your Decision-Making with Generative AI;Course;Popular;;;Show more options for Strengthen Your Decision-Making with Generative AI;;;Save;;;54m;;;;General;1 month ago;;;;;LinkedIn;;;By: Cheryl Einhorn;
Understanding Generative AI in Cloud Computing: Services and Use Cases;Course;Popular;;;Show more options for Understanding Generative AI in Cloud Computing: Services and Use Cases;;;Save;;;1h 40m;;;;Beginner;Sep 2023;;;;;LinkedIn;;;By: David Linthicum;
Generative AI: Working with Large Language Models;Course;Popular;;;Show more options for Generative AI: Working with Large Language Models;;;Save;;;1h 8m;;;;Advanced;Sep 2022;;;;;LinkedIn;;;By: Jonathan Fernandes;
Getting Hands-On with GPT-4: Tips and Tricks;Course;Popular;;;Show more options for Getting Hands-On with GPT-4: Tips and Tricks;;;Save;;;35m;;;;Intermediate;Sep 2023;;;;;LinkedIn;;;By: Denys Linkov;
Build Your Generative AI Productivity Skills with Microsoft and LinkedIn;Professional Certificate;;;Show more options for Build Your Generative AI Productivity Skills with Microsoft and LinkedIn;;;Save;;;4h 51m;;;Updated 1 week ago;;;;;;Provided by Microsoft and LinkedIn;;;;;;
Azure OpenAI: Generative AI Models and How to Use Them;Course;Popular;;;Show more options for Azure OpenAI: Generative AI Models and How to Use Them;;;Save;;;1h 9m;;;;Intermediate;Jul 2023;;;;;LinkedIn;;;By: Sammy Deprez;
Prompt Engineering: How to Talk to the AIs;Course;Popular;;;Show more options for Prompt Engineering: How to Talk to the AIs;;;Save;;;29m;;;;Beginner;Apr 2023;;;;;LinkedIn;;;By: Xavier Amatriain;
Ethics in the Age of Generative AI;Course;Popular;;;Show more options for Ethics in the Age of Generative AI;;;Save;;;39m;;;;Beginner;Updated 3 months ago;;;;;LinkedIn;;;By: Vilas Dhar;
Introduction to Prompt Engineering for Generative AI;Course;Popular;;;Show more options for Introduction to Prompt Engineering for Generative AI;;;Save;;;1h 3m;;;;Beginner;1 month ago;;;;;LinkedIn;;;By: Ronnie Sheer;
AI Workshop: Text-to-Image Generation;Course;;;Show more options for AI Workshop: Text-to-Image Generation;;;Save;;;58m;;Advanced;;;4 months ago;;;;;LinkedIn;;By: Jonathan Fernandes;;;
Generative AI: The Evolution of Thoughtful Online Search;Course;Popular;;;Show more options for Generative AI: The Evolution of Thoughtful Online Search;;;Save;;;26m;;;;General;Jun 2023;;;;;LinkedIn;;;By: Ashley Kennedy;
Using ChatGPT and Generative AI in FinTech;Course;Popular;;;Show more options for Using ChatGPT and Generative AI in FinTech;;;Save;;;1h 45m;;;;Intermediate;Nov 2023;;;;;LinkedIn;;;By: Michael McDonald;
Integrating Generative AI into JavaScript Web Projects;Course;;;Show more options for Integrating Generative AI into JavaScript Web Projects;;;Save;;;2h 25m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Sandy Ludosky;;;
Generative AI and Large Language Models on AWS;Course;;;Show more options for Generative AI and Large Language Models on AWS;;;Save;;;2h 3m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Noah Gift;;;
AI Workshop: Advanced Chatbot Development;Course;Popular;;;Show more options for AI Workshop: Advanced Chatbot Development;;;Save;;;3h 38m;;;;Advanced;1 month ago;;;;;LinkedIn;;;By: Axel Sirota;
Building PHP Applications with Generative AI;Course;;;Show more options for Building PHP Applications with Generative AI;;;Save;;;1h 23m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Joe Casabona;;;
Ecommerce Marketing with Generative AI;Course;New;;;Show more options for Ecommerce Marketing with Generative AI;;;Save;;;25m;;;;Beginner + Intermediate;6 days ago;;;;;LinkedIn;;;By: Martin Waxman;
GenAI Foundations in Java Development;Course;Popular;;;Show more options for GenAI Foundations in Java Development;;;Save;;;53m;;;;Intermediate;1 month ago;;;;;LinkedIn;;;By: Terezija Semenski;
Evaluating and Debugging Generative AI;Course;;;Show more options for Evaluating and Debugging Generative AI;;;Save;;;1h 11m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Kesha Williams;;;
GPT-4: The New GPT Release and What You Need to Know;Course;Popular;;;Show more options for GPT-4: The New GPT Release and What You Need to Know;;;Save;;;31m;;;;Beginner;Apr 2023;;;;;LinkedIn;;;By: Jonathan Fernandes;
Generative AI for Small Businesses;Course;;;Show more options for Generative AI for Small Businesses;;;Save;;;39m;;General;;;4 months ago;;;;;LinkedIn;;By: Laxmi Harikumar and Madecraft;;;
Securing the Use of Generative AI in Your Organization;Course;;;Show more options for Securing the Use of Generative AI in Your Organization;;;Save;;;1h 15m;;Intermediate;;;Dec 2023;;;;;LinkedIn;;By: Jerich Beason;;;
Hands-On Generative AI: Getting Started with Vector Search;Course;;;Show more options for Hands-On Generative AI: Getting Started with Vector Search;;;Save;;;55m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Kirsten Hunter;;;
Azure AI Engineer Associate (AI-102) Cert Prep: Implement Generative AI Solutions;Course;;;Show more options for Azure AI Engineer Associate (AI-102) Cert Prep: Implement Generative AI Solutions;;;Save;;;1h 6m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Alec Harrison;;;
Hands-On Generative AI with Diffusion Models: Building Real-World Applications;Course;;;Show more options for Hands-On Generative AI with Diffusion Models: Building Real-World Applications;;;Save;;;33m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Nayan Saxena;;;
Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;Course;;;Show more options for Generative AI and Predictive AI in the Cloud: Foundational Concepts and Scenarios;;;Save;;;1h;;Beginner;;;Feb 2024;;;;;LinkedIn;;By: Thomas Erl;;;
Using Generative AI to Secure the Network;Course;;;Show more options for Using Generative AI to Secure the Network;;;Save;;;1h 21m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Lisa Bock;;;
A Start to Using Generative AI in .NET;Course;;;Show more options for A Start to Using Generative AI in .NET;;;Save;;;1h 56m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: András Velvárt;;;
Generative NLP with Variational AutoEncoders;Course;;;Show more options for Generative NLP with Variational AutoEncoders;;;Save;;;4h 44m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Axel Sirota;;;
Red Teaming for Generative AI: Building Robust and Responsible Solutions;Course;;;Show more options for Red Teaming for Generative AI: Building Robust and Responsible Solutions;;;Save;;;27m;;Beginner;;;1 month ago;;;;;LinkedIn;;By: Rashim Mogha;;;
Introduction to Conversational AI;Course;Popular;;;Show more options for Introduction to Conversational AI;;;Save;;;31m;;;;Beginner;Mar 2023;;;;;LinkedIn;;;By: Ian Barkin;
Responsible Generative AI and Local LLMs;Course;Popular;;;Show more options for Responsible Generative AI and Local LLMs;;;Save;;;1h 48m;;;;Intermediate;2 months ago;;;;;LinkedIn;;;By: Noah Gift;
Writing Good AI Chat Prompts for Business Analysis;Course;Popular;;;Show more options for Writing Good AI Chat Prompts for Business Analysis;;;Save;;;48m;;;;Beginner + Intermediate;1 month ago;;;;;LinkedIn;;;By: Jamie Champagne;
Fine-Tuning for LLMs: from Beginner to Advanced;Course;Popular;;;Show more options for Fine-Tuning for LLMs: from Beginner to Advanced;;;Save;;;3h 25m;;;;Advanced;1 month ago;;;;;LinkedIn;;;By: Axel Sirota;
Getting Started with Building Custom GPTs;Learning Path;;;Show more options for Getting Started with Building Custom GPTs;;;Save;;;1h 26m;;;Updated Jan 2024;;;;;LinkedIn;;;;;;;
Building in Microsoft Copilot Studio;Course;;;Show more options for Building in Microsoft Copilot Studio;;;Save;;;1h 3m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Bryan Li;;;
Introduction to Multimodal Prompting for Generative AI;Course;;;Show more options for Introduction to Multimodal Prompting for Generative AI;;;Save;;;42m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Ronnie Sheer;;;
Hands-On Generative AI with Multi-Agent LangChain: Building Real-World Applications;Course;Popular;;;Show more options for Hands-On Generative AI with Multi-Agent LangChain: Building Real-World Applications;;;Save;;;41m;;;;Intermediate;Feb 2024;;;;;LinkedIn;;;By: Nayan Saxena;
Complete Guide to Generative AI for Data Analysis and Data Science;Course;New;Popular;;;Show more options for Complete Guide to Generative AI for Data Analysis and Data Science;;;Save;;;;;10h;;Intermediate;1 week ago;;;;;;LinkedIn;;By: Dan Sullivan
Prompt Engineering with ChatGPT;Course;Popular;;;Show more options for Prompt Engineering with ChatGPT;;;Save;;;54m;;;;Beginner;Apr 2024;;;;;LinkedIn;;;By: Ronnie Sheer;
The State of Generative AI: Images, Prompting, and Language Models;Course;;;Show more options for The State of Generative AI: Images, Prompting, and Language Models;;;Save;;;14m;;General;;;Feb 2024;;;;;LinkedIn;;By: Ray Villalobos;;;
Mastering Responsible AI: From Concept to Auditing;Learning Path;;;Show more options for Mastering Responsible AI: From Concept to Auditing;;;Save;;;9h 9m;;;Updated 4 months ago;;;;;LinkedIn;;;;;;;
Building in Microsoft Copilot Studio (2024);Course;;;Show more options for Building in Microsoft Copilot Studio (2024);;;Save;;;57m;;Intermediate;;;Mar 2024;;;;;LinkedIn;;By: Bryan Li;;;
Develop Your Skills with Large Language Models;Learning Path;;;Show more options for Develop Your Skills with Large Language Models;;;Save;;;11h;;;Updated 3 months ago;;;;;LinkedIn;;;;;;;
Creating a Chat Tool Using OpenAI Models and Pinecone;Course;Popular;;;Show more options for Creating a Chat Tool Using OpenAI Models and Pinecone;;;Save;;;1h 31m;;;;Intermediate;3 months ago;;;;;LinkedIn;;;By: Guil Hernandez;
Hands-On Projects for OpenAI-Powered Apps;Learning Path;;;Show more options for Hands-On Projects for OpenAI-Powered Apps;;;Save;;;7h 1m;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
Getting Started with the Google Gemini API;Course;;;Show more options for Getting Started with the Google Gemini API;;;Save;;;1h 8m;;Intermediate;;;4 months ago;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Compliance and Regulations for Generative AI;Course;Popular;;;Show more options for Compliance and Regulations for Generative AI;;;Save;;;40m;;;;General;Apr 2024;;;;;LinkedIn;;;By: Adrián González Sánchez;
Advanced Prompt Engineering Techniques;Course;Popular;;;Show more options for Advanced Prompt Engineering Techniques;;;Save;;;33m;;;;Advanced;Nov 2023;;;;;LinkedIn;;;By: Morten Rand-Hendriksen;
Develop Your Skills with the OpenAI API;Learning Path;;;Show more options for Develop Your Skills with the OpenAI API;;;Save;;;5h 10m;;;Updated 2 months ago;;;;;LinkedIn;;;;;;;
Building a Personalized Chatbot with OpenAI and LangChain;Course;Popular;;;Show more options for Building a Personalized Chatbot with OpenAI and LangChain;;;Save;;;22m;;;;Intermediate;3 months ago;;;;;LinkedIn;;;By: Dhhyey Desai;
Synthetic Data as the Future of AI Privacy, Explainability, and Fairness: An Introduction for Data Scientists and Data Executives;Course;Popular;;;Show more options for Synthetic Data as the Future of AI Privacy, Explainability, and Fairness: An Introduction for Data Scientists and Data Executives;;;Save;;;2h 11m;;;;Advanced;Aug 2023;;;;;LinkedIn;;;By: Alexandra Ebert;
Generative AI and LLMOps: Building Blocks and Applications;Course;;;Show more options for Generative AI and LLMOps: Building Blocks and Applications;;;Save;;;1h 21m;;Advanced;;;Feb 2024;;;;;LinkedIn;;By: Archana Vaidheeswaran and Soham Chatterjee;;;
RAG and Fine-Tuning Explained;Course;;;Show more options for RAG and Fine-Tuning Explained;;;Save;;;20m;;General;;;3 months ago;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Prompt Engineering and AI Agents with ChatGPT;Course;Popular;;;Show more options for Prompt Engineering and AI Agents with ChatGPT;;;Save;;;27m;;;;General;2 months ago;;;;;LinkedIn;;;By: Ray Villalobos;
Foundational AI Skills for Azure Administration;Learning Path;;;Show more options for Foundational AI Skills for Azure Administration;;;Save;;;7h 18m;;;Updated Apr 2024;;;;;LinkedIn;;;;;;;
Next-Level AI Capabilities in Anthropic's Claude 3.5;Course;;;"Show more options for Next-Level AI Capabilities in Anthropic&amp;#39;s Claude 3.5";;;Save;;;16m;;General;;;2 months ago;;;;;LinkedIn;;By: Ray Villalobos;;;
Advanced AI: Transformers for Computer Vision;Course;;;Show more options for Advanced AI: Transformers for Computer Vision;;;Save;;;55m;;Advanced;;;Mar 2023;;;;;LinkedIn;;By: Jonathan Fernandes;;;
Develop Your Prompt Engineering Skills;Learning Path;;;Show more options for Develop Your Prompt Engineering Skills;;;Save;;;6h 6m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Secure Generative AI with Amazon Bedrock;Course;Popular;;;Show more options for Secure Generative AI with Amazon Bedrock;;;Save;;;2h 10m;;;;Intermediate;4 months ago;;;;;LinkedIn;;;By: Dipali Kulshrestha;
Getting Started with Claude 3;Course;;;Show more options for Getting Started with Claude 3;;;Save;;;17m;;General;;;Mar 2024;;;;;LinkedIn;;By: Ray Villalobos;;;
Introduction to AI Orchestration with LangChain and LlamaIndex;Course;;;Show more options for Introduction to AI Orchestration with LangChain and LlamaIndex;;;Save;;;1h 27m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: M. Joel Dubinko;;;
Building Skills with Semantic Kernel;Course;;;Show more options for Building Skills with Semantic Kernel;;;Save;;;1h 6m;;Intermediate;;;Apr 2023;;;;;LinkedIn;;By: John Maeda;;;
Building with Google Gemini Advanced and Ultra;Course;Popular;;;Show more options for Building with Google Gemini Advanced and Ultra;;;Save;;;15m;;;;General;Mar 2024;;;;;LinkedIn;;;By: Ray Villalobos;
GenAI and Predictive AI Architecture Foundations;Course;New;;;Show more options for GenAI and Predictive AI Architecture Foundations;;;Save;;;1h 15m;;;;Intermediate;3 weeks ago;;;;;LinkedIn;;;By: Thomas Erl;
Developing with Llama 3: Meta's Innovative and Open Large Language Model;Course;;;"Show more options for Developing with Llama 3: Meta&amp;#39;s Innovative and Open Large Language Model";;;Save;;;15m;;General;;;3 months ago;;;;;LinkedIn;;By: Ray Villalobos;;;
Building a Project with the ChatGPT API;Course;Popular;;;Show more options for Building a Project with the ChatGPT API;;;Save;;;1h 56m;;;;Intermediate;Dec 2023;;;;;LinkedIn;;;By: Kesha Williams;
Time Series Analysis and Forecasting with GPT-4o;Course;;;Show more options for Time Series Analysis and Forecasting with GPT-4o;;;Save;;;38m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Alina Zhang;;;
Build a JavaScript AI App with React and the OpenAI API;Course;;;Show more options for Build a JavaScript AI App with React and the OpenAI API;;;Save;;;1h 59m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
GPT-4 Foundations: Building AI-Powered Apps;Course;;;Show more options for GPT-4 Foundations: Building AI-Powered Apps;;;Save;;;1h 2m;;Beginner;;;Jun 2023;;;;;LinkedIn;;By: Denys Linkov;;;
AI Show: The Basics of Prompt Engineering with Azure OpenAI Service;Course;;;Show more options for AI Show: The Basics of Prompt Engineering with Azure OpenAI Service;;;Save;;;17m;;Intermediate;;;Jul 2023;;;;;LinkedIn;;By: Microsoft Learn;;;
The Power of Accurate Prompting with Anthropic’s Claude;Course;;;Show more options for The Power of Accurate Prompting with Anthropic’s Claude;;;Save;;;21m;;General;;;Dec 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
Azure AI Studio First Look;Course;;;Show more options for Azure AI Studio First Look;;;Save;;;17m;;Beginner;;;Sep 2023;;;;;LinkedIn;;By: Walt Ritscher;;;
Develop Your AI Skills with Google Gemini and Google Cloud Platform;Learning Path;;;Show more options for Develop Your AI Skills with Google Gemini and Google Cloud Platform;;;Save;;;8h 9m;;;Updated 2 weeks ago;;;;;LinkedIn;;;;;;;
Large Language Models: Text Classification for NLP using BERT;Course;Popular;;;Show more options for Large Language Models: Text Classification for NLP using BERT;;;Save;;;55m;;;;Advanced;Jun 2022;;;;;LinkedIn;;;By: Jonathan Fernandes;
Build GANs and Diffusion Models with TensorFlow and PyTorch;Course;;;Show more options for Build GANs and Diffusion Models with TensorFlow and PyTorch;;;Save;;;2h 22m;;Advanced;;;Sep 2022;;;;;LinkedIn;;By: Janani Ravi;;;
AI Workshop: Hands-on with GANs Using Dense Neural Networks;Course;;;Show more options for AI Workshop: Hands-on with GANs Using Dense Neural Networks;;;Save;;;1h 24m;;Intermediate;;;Dec 2023;;;;;LinkedIn;;By: Janani Ravi;;;
Leveraging GenAI in .NET MAUI Development;Course;;;Show more options for Leveraging GenAI in .NET MAUI Development;;;Save;;;2h 39m;;Intermediate;;;2 months ago;;;;;LinkedIn;;By: Kevin Ford;;;
Prompting ChatGPT with Multimodal Techniques;Course;;;Show more options for Prompting ChatGPT with Multimodal Techniques;;;Save;;;23m;;Beginner;;;Dec 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
Microsoft Copilot: The Art of Prompt Writing;Course;Popular;;;Show more options for Microsoft Copilot: The Art of Prompt Writing;;;Save;;;42m;;;;General;4 months ago;;;;;LinkedIn;;;By: Garrick Chow;
GPT-4 Turbo: The New GPT Model and What You Need to Know;Course;;;Show more options for GPT-4 Turbo: The New GPT Model and What You Need to Know;;;Save;;;1h 6m;;General;;;Feb 2024;;;;;LinkedIn;;By: Jonathan Fernandes;;;
Advance Your Skills in Natural Language Processing;Learning Path;;;Show more options for Advance Your Skills in Natural Language Processing;;;Save;;;7h 20m;;;Updated 5 days ago;;;;;LinkedIn;;;;;;;
OpenAI API for Python Developers;Course;;;Show more options for OpenAI API for Python Developers;;;Save;;;2h 18m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Sandy Ludosky;;;
Mastering AI Tools for Efficient C# Development;Course;;;Show more options for Mastering AI Tools for Efficient C# Development;;;Save;;;1h 4m;;Intermediate;;;1 month ago;;;;;LinkedIn;;By: Jesse Freeman;;;
Generative AI and Open Source Models: Hands-On Practice with Hugging Face Models;Course;New;Popular;;;Show more options for Generative AI and Open Source Models: Hands-On Practice with Hugging Face Models;;;Save;;;;;1h 52m;;Intermediate;1 week ago;;;;;;LinkedIn;;By: Harpreet Sahota
Programming with the Gemini Flash API;Course;;;Show more options for Programming with the Gemini Flash API;;;Save;;;19m;;General;;;4 months ago;;;;;LinkedIn;;By: Ray Villalobos;;;
Building a Video Transcriber with Node.js and OpenAI API;Course;;;Show more options for Building a Video Transcriber with Node.js and OpenAI API;;;Save;;;1h 2m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Fikayo Adepoju;;;
Small Language Models and LlamaFile;Course;;;Show more options for Small Language Models and LlamaFile;;;Save;;;11m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Noah Gift;;;
Boost Google Workspace Productivity with Gemini Side Panels;Course;Popular;;;Show more options for Boost Google Workspace Productivity with Gemini Side Panels;;;Save;;;27m;;;;General;2 months ago;;;;;LinkedIn;;;By: Nick Brazzi;
Advanced Gemini for Developers;Course;;;Show more options for Advanced Gemini for Developers;;;Save;;;1h 27m;;Advanced;;;3 months ago;;;;;LinkedIn;;By: Lynn Langit;;;
AI Show: Azure OpenAI in AI Builder;Course;;;Show more options for AI Show: Azure OpenAI in AI Builder;;;Save;;;19m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Hands-On OpenAI API: Building a Real-World Solution;Course;;;Show more options for Hands-On OpenAI API: Building a Real-World Solution;;;Save;;;59m;;Beginner;;;Mar 2024;;;;;LinkedIn;;By: Rodrigo Díaz Concha;;;
AI Show: Azure OpenAI Solutions with TTS Avatar;Course;;;Show more options for AI Show: Azure OpenAI Solutions with TTS Avatar;;;Save;;;44m;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Prompt Engineering with Gemini;Course;;;Show more options for Prompt Engineering with Gemini;;;Save;;;1h 2m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Denys Linkov;;;
Improving Insights with OpenAI's Advanced Data Analysis;Course;;;"Show more options for Improving Insights with OpenAI&amp;#39;s Advanced Data Analysis";;;Save;;;15m;;Intermediate;;;Nov 2023;;;;;LinkedIn;;By: Ray Villalobos;;;
Prompt Engineering with LangChain;Course;;;Show more options for Prompt Engineering with LangChain;;;Save;;;5h 21m;;Intermediate;;;Apr 2024;;;;;LinkedIn;;By: Harpreet Sahota;;;
Azure OpenAI in .NET;Course;;;Show more options for Azure OpenAI in .NET;;;Save;;;2h;;Intermediate;;;Feb 2024;;;;;LinkedIn;;By: Robert Eichenseer;;;
Copilot Studio First Look;Course;Popular;;;Show more options for Copilot Studio First Look;;;Save;;;29m;;;;General;Jan 2024;;;;;LinkedIn;;;By: Nick Brazzi;
Hands-On AI: RAG using LlamaIndex;Course;;;Show more options for Hands-On AI: RAG using LlamaIndex;;;Save;;;6h 25m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Harpreet Sahota;;;
Building Agents with Vertex AI;Course;New;;;Show more options for Building Agents with Vertex AI;;;Save;;;51m;;;;General;1 week ago;;;;;LinkedIn;;;By: Morten Rand-Hendriksen;
Gemini for Google Cloud;Course;;;Show more options for Gemini for Google Cloud;;;Save;;;1h 3m;;Beginner;;;2 months ago;;;;;LinkedIn;;By: Mark Johnson;;;
Advanced LLMOps: Deploying and Managing LLMs in Production;Course;;;Show more options for Advanced LLMOps: Deploying and Managing LLMs in Production;;;Save;;;1h 45m;;Advanced;;;2 months ago;;;;;LinkedIn;;By: Archana Vaidheeswaran and Soham Chatterjee;;;
Google Gemini for Developers;Course;;;Show more options for Google Gemini for Developers;;;Save;;;2h 12m;;Beginner;;;May 2024;;;;;LinkedIn;;By: Lynn Langit;;;
OpenAI API: Image Generation with DALL-E;Course;;;Show more options for OpenAI API: Image Generation with DALL-E;;;Save;;;24m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Kesha Williams;;;
OpenAI API: Introduction;Course;;;Show more options for OpenAI API: Introduction;;;Save;;;5m 21s;;General;;;Jan 2024;;;;;LinkedIn;;By: Morten Rand-Hendriksen;;;
Google Gemini: Get Started with Google's AI Assistant;Course;Popular;;;"Show more options for Google Gemini: Get Started with Google&amp;#39;s AI Assistant";;;Save;;;20m;;;;General;Apr 2024;;;;;LinkedIn;;;By: Nick Brazzi;
Building in Azure AI Studio;Course;;;Show more options for Building in Azure AI Studio;;;Save;;;55m;;Intermediate;;;3 months ago;;;;;LinkedIn;;By: Bryan Li;;;
Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;Course;;;Show more options for Building Apps with AI Tools: ChatGPT, Semantic Kernel, and Langchain;;;Save;;;1h 32m;;Advanced;;;Sep 2023;;;;;LinkedIn;;By: Denys Linkov;;;
AI Show: Meta Llama 2 Foundational Model with Prompt Flow;Course;;;Show more options for AI Show: Meta Llama 2 Foundational Model with Prompt Flow;;;Save;;;17m;;Intermediate;;;Jan 2024;;;;;LinkedIn;;By: Microsoft Learn and Seth Juarez;;;
Introducing Semantic Kernel: Building AI-Based Apps;Course;;;Show more options for Introducing Semantic Kernel: Building AI-Based Apps;;;Save;;;17m;;Intermediate;;;Mar 2023;;;;;LinkedIn;;By: John Maeda and Sam Schillace;;;
How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan;Course;Popular;;;Show more options for How GPT-4o and Google Gemini Could Transform Your Business: A Conversation with Conor Grennan;;;Save;;;46m;;;;General;4 months ago;;;;;LinkedIn;;;By: Ashley Kennedy;
